,index
70926,148414
70927,15430
70928,182599
70929,78839
70930,145675
70931,128210
70932,273226
70933,197478
70934,342158
70935,116414
70936,273916
70937,109797
70938,255109
70939,62630
70940,17924
70941,94799
70942,188135
70943,304984
70944,246789
70945,334226
70946,71431
70947,111844
70948,149767
70949,66641
70950,261644
70951,211246
70952,54539
70953,172269
70954,60785
70955,147585
70956,160662
70957,92709
70958,322245
70959,111248
70960,342116
70961,170872
70962,304292
70963,185419
70964,298082
70965,96423
70966,281585
70967,278461
70968,235205
70969,111112
70970,268306
70971,286284
70972,17272
70973,251737
70974,117803
70975,91079
70976,170150
70977,229445
70978,322165
70979,148402
70980,324588
70981,152305
70982,192169
70983,86524
70984,296875
70985,72197
70986,315144
70987,219088
70988,226016
70989,81436
70990,210281
70991,148951
70992,223701
70993,219364
70994,11008
70995,481
70996,93740
70997,224460
70998,186277
70999,267057
71000,65595
71001,281383
71002,20380
71003,296450
71004,72118
71005,146129
71006,232862
71007,327401
71008,94559
71009,149695
71010,194225
71011,160089
71012,298266
71013,56263
71014,111306
71015,222591
71016,229512
71017,218947
71018,247823
71019,97624
71020,302702
71021,126239
71022,176472
71023,196882
71024,19734
71025,38561
71026,126010
71027,151122
71028,26901
71029,331797
71030,111424
71031,328742
71032,97291
71033,70504
71034,299565
71035,46288
71036,197469
71037,47633
71038,91226
71039,44206
71040,330966
71041,174667
71042,193936
71043,47905
71044,194113
71045,128290
71046,346991
71047,207623
71048,271028
71049,289351
71050,316107
71051,343975
71052,171179
71053,137212
71054,125510
71055,130899
71056,134759
71057,89378
71058,35533
71059,62410
71060,280376
71061,317796
71062,254670
71063,123202
71064,223204
71065,137729
71066,18791
71067,102392
71068,53673
71069,238021
71070,30331
71071,276401
71072,207610
71073,165430
71074,303785
71075,80937
71076,175842
71077,196600
71078,193433
71079,245305
71080,176188
71081,247587
71082,209335
71083,260296
71084,267852
71085,182176
71086,96117
71087,257981
71088,295071
71089,106005
71090,168805
71091,54114
71092,28143
71093,342796
71094,343190
71095,209765
71096,115564
71097,178912
71098,182541
71099,256373
71100,303264
71101,117428
71102,142018
71103,249863
71104,206788
71105,144641
71106,279200
71107,259025
71108,289041
71109,26774
71110,191814
71111,93047
71112,62913
71113,328385
71114,250349
71115,306116
71116,340324
71117,313608
71118,155802
71119,312855
71120,317031
71121,77794
71122,186757
71123,203437
71124,248777
71125,95466
71126,41901
71127,126526
71128,34222
71129,151439
71130,237230
71131,255892
71132,320539
71133,197351
71134,209569
71135,126004
71136,137602
71137,180804
71138,122926
71139,180980
71140,56891
71141,221305
71142,208574
71143,114640
71144,160551
71145,336992
71146,56106
71147,210230
71148,250097
71149,273309
71150,222123
71151,12512
71152,55821
71153,283827
71154,256011
71155,77240
71156,219299
71157,217362
71158,127545
71159,87815
71160,120035
71161,300579
71162,296286
71163,29386
71164,3097
71165,185136
71166,327882
71167,32700
71168,164236
71169,109251
71170,162991
71171,116139
71172,182670
71173,291602
71174,332444
71175,327961
71176,318816
71177,165677
71178,192221
71179,228463
71180,192517
71181,260397
71182,94289
71183,160967
71184,122645
71185,316193
71186,219724
71187,224735
71188,98769
71189,83018
71190,4072
71191,145936
71192,64795
71193,324996
71194,329944
71195,201514
71196,320908
71197,70172
71198,707
71199,259037
71200,111121
71201,133405
71202,152720
71203,30536
71204,276247
71205,182266
71206,195394
71207,320384
71208,68262
71209,343420
71210,33329
71211,276988
71212,302124
71213,215283
71214,171401
71215,290279
71216,259545
71217,124298
71218,258945
71219,294223
71220,80652
71221,208147
71222,282625
71223,156609
71224,60914
71225,209823
71226,306801
71227,257912
71228,109431
71229,329025
71230,138005
71231,99645
71232,195457
71233,211593
71234,16390
71235,113573
71236,81284
71237,43177
71238,298098
71239,319956
71240,26498
71241,141242
71242,189241
71243,318938
71244,328463
71245,107658
71246,44911
71247,75896
71248,208711
71249,98959
71250,235897
71251,255657
71252,241644
71253,236859
71254,249596
71255,119107
71256,155749
71257,281235
71258,86538
71259,250872
71260,223394
71261,328489
71262,176804
71263,267458
71264,337389
71265,52875
71266,222068
71267,261838
71268,281044
71269,286901
71270,214117
71271,230677
71272,32530
71273,319153
71274,341188
71275,73101
71276,289432
71277,341713
71278,270829
71279,209892
71280,239539
71281,115129
71282,295265
71283,21753
71284,189832
71285,54109
71286,48630
71287,328952
71288,225619
71289,128841
71290,184077
71291,87969
71292,241562
71293,183936
71294,147717
71295,131326
71296,270927
71297,243791
71298,134430
71299,196636
71300,277276
71301,54351
71302,210557
71303,345577
71304,166990
71305,308720
71306,95508
71307,89358
71308,298916
71309,84137
71310,12998
71311,23764
71312,173371
71313,120716
71314,201837
71315,73533
71316,78097
71317,36301
71318,58435
71319,285853
71320,269165
71321,68762
71322,165442
71323,88386
71324,150021
71325,153216
71326,167635
71327,180076
71328,139425
71329,86214
71330,184649
71331,298402
71332,61476
71333,122247
71334,13692
71335,248173
71336,1162
71337,280131
71338,215795
71339,30115
71340,64759
71341,74710
71342,72111
71343,248808
71344,328033
71345,283236
71346,308884
71347,123416
71348,130805
71349,106021
71350,239160
71351,200925
71352,278109
71353,320157
71354,305949
71355,67337
71356,205662
71357,300929
71358,62225
71359,315270
71360,195771
71361,9581
71362,344558
71363,137901
71364,30559
71365,147300
71366,21283
71367,130816
71368,164472
71369,60775
71370,326698
71371,20371
71372,343496
71373,2485
71374,48688
71375,155190
71376,306836
71377,283906
71378,171799
71379,223520
71380,102039
71381,221022
71382,43913
71383,251487
71384,56399
71385,210978
71386,145665
71387,85945
71388,168437
71389,312511
71390,179383
71391,289000
71392,341912
71393,108502
71394,267313
71395,210460
71396,189904
71397,102788
71398,213873
71399,255029
71400,149231
71401,3526
71402,151524
71403,186818
71404,70535
71405,57855
71406,16676
71407,247530
71408,287147
71409,152711
71410,197700
71411,317556
71412,166920
71413,58578
71414,24689
71415,163749
71416,258796
71417,51161
71418,90785
71419,212835
71420,57924
71421,61078
71422,235573
71423,22545
71424,133085
71425,148773
71426,245528
71427,207149
71428,152302
71429,308957
71430,293174
71431,16395
71432,63218
71433,62244
71434,190432
71435,156172
71436,28066
71437,242150
71438,259083
71439,336846
71440,244108
71441,19090
71442,291679
71443,145351
71444,311388
71445,233337
71446,92870
71447,264121
71448,19123
71449,210735
71450,98271
71451,20764
71452,16350
71453,229325
71454,179861
71455,155834
71456,141685
71457,315468
71458,191753
71459,171134
71460,165802
71461,20910
71462,139168
71463,112425
71464,259589
71465,198625
71466,29112
71467,116098
71468,293084
71469,151987
71470,348013
71471,333321
71472,255714
71473,24104
71474,110557
71475,263850
71476,303489
71477,65980
71478,154655
71479,310572
71480,57028
71481,199296
71482,225182
71483,159382
71484,278456
71485,111124
71486,187918
71487,187446
71488,265082
71489,47299
71490,331869
71491,299607
71492,1531
71493,207274
71494,189735
71495,110591
71496,73702
71497,337447
71498,17836
71499,163103
71500,289358
71501,291158
71502,329428
71503,106663
71504,312335
71505,235187
71506,80471
71507,168706
71508,330381
71509,204768
71510,325867
71511,52385
71512,106582
71513,248171
71514,181383
71515,215764
71516,345590
71517,37541
71518,64199
71519,310046
71520,29932
71521,292451
71522,153117
71523,35696
71524,221288
71525,227745
71526,279861
71527,281305
71528,177195
71529,274158
71530,211876
71531,22123
71532,292335
71533,269466
71534,26517
71535,332026
71536,82146
71537,114917
71538,223839
71539,117665
71540,37030
71541,275503
71542,38810
71543,346726
71544,302384
71545,70611
71546,217845
71547,195900
71548,277624
71549,310066
71550,76423
71551,118123
71552,228186
71553,13987
71554,175194
71555,10438
71556,116978
71557,329916
71558,78264
71559,210284
71560,276400
71561,169026
71562,65994
71563,14091
71564,282855
71565,226362
71566,177533
71567,49287
71568,220224
71569,81803
71570,98631
71571,186561
71572,140992
71573,122033
71574,253890
71575,337854
71576,221390
71577,118113
71578,259800
71579,1762
71580,102948
71581,227884
71582,189915
71583,48540
71584,215435
71585,33513
71586,293190
71587,132523
71588,6240
71589,226153
71590,144348
71591,85213
71592,299182
71593,183320
71594,36082
71595,316573
71596,235535
71597,56978
71598,139306
71599,152296
71600,299784
71601,278920
71602,113631
71603,28644
71604,252242
71605,100343
71606,313799
71607,78194
71608,15542
71609,191580
71610,54512
71611,131245
71612,218725
71613,279605
71614,66328
71615,88256
71616,236976
71617,177789
71618,138605
71619,14022
71620,231218
71621,233155
71622,4782
71623,243352
71624,204379
71625,304183
71626,95317
71627,298993
71628,310090
71629,149654
71630,9182
71631,319870
71632,126655
71633,245117
71634,217981
71635,45309
71636,335979
71637,62559
71638,121288
71639,341999
71640,247903
71641,319525
71642,267551
71643,209856
71644,7852
71645,246565
71646,84499
71647,187923
71648,175900
71649,114280
71650,82758
71651,60344
71652,290370
71653,27069
71654,296706
71655,205421
71656,224513
71657,157758
71658,171946
71659,335684
71660,208787
71661,20072
71662,21433
71663,103707
71664,39904
71665,332256
71666,201219
71667,161830
71668,27152
71669,109931
71670,145373
71671,196629
71672,90475
71673,56986
71674,171141
71675,6233
71676,98852
71677,7351
71678,317014
71679,222994
71680,65685
71681,162980
71682,249916
71683,297400
71684,143631
71685,63643
71686,58250
71687,140580
71688,102988
71689,257852
71690,223955
71691,326630
71692,38068
71693,187476
71694,1098
71695,322629
71696,121385
71697,325703
71698,48135
71699,172200
71700,5913
71701,118280
71702,49418
71703,258020
71704,66630
71705,87929
71706,52586
71707,47767
71708,278726
71709,158442
71710,31303
71711,13399
71712,239652
71713,49569
71714,110572
71715,130078
71716,118939
71717,149848
71718,74199
71719,30282
71720,100385
71721,169955
71722,109611
71723,50255
71724,62678
71725,24182
71726,343121
71727,127221
71728,326581
71729,77255
71730,186794
71731,212117
71732,300083
71733,99112
71734,12253
71735,7234
71736,129726
71737,31989
71738,115236
71739,49562
71740,81353
71741,115904
71742,340243
71743,151295
71744,231571
71745,148800
71746,172052
71747,326030
71748,283448
71749,327323
71750,6279
71751,9863
71752,61196
71753,21665
71754,278441
71755,80762
71756,341771
71757,249672
71758,261404
71759,130034
71760,337418
71761,150416
71762,119311
71763,230681
71764,48390
71765,103459
71766,214034
71767,35352
71768,201239
71769,226558
71770,144171
71771,134137
71772,194147
71773,160366
71774,82080
71775,288591
71776,189151
71777,223237
71778,94634
71779,96258
71780,60021
71781,238513
71782,63702
71783,321010
71784,153559
71785,206933
71786,213230
71787,109152
71788,211604
71789,322393
71790,184184
71791,2102
71792,91772
71793,218136
71794,207311
71795,278248
71796,203723
71797,12486
71798,51172
71799,301576
71800,147354
71801,241702
71802,201909
71803,155677
71804,281510
71805,280082
71806,236292
71807,222967
71808,47012
71809,25130
71810,299574
71811,200590
71812,257625
71813,48609
71814,105468
71815,51033
71816,211449
71817,180029
71818,283302
71819,128101
71820,42019
71821,192214
71822,13380
71823,226141
71824,273984
71825,196615
71826,234605
71827,55504
71828,264701
71829,297900
71830,333727
71831,3514
71832,251459
71833,219103
71834,136676
71835,127575
71836,303493
71837,251039
71838,104448
71839,157781
71840,147832
71841,295819
71842,62991
71843,73573
71844,149475
71845,156120
71846,124547
71847,60233
71848,51093
71849,312495
71850,342980
71851,147063
71852,203756
71853,106614
71854,37802
71855,211861
71856,271261
71857,129790
71858,312539
71859,248172
71860,36504
71861,148417
71862,177806
71863,115864
71864,98513
71865,131385
71866,329386
71867,284136
71868,36162
71869,150042
71870,64440
71871,324047
71872,342459
71873,261257
71874,291987
71875,245287
71876,188725
71877,256571
71878,217150
71879,300785
71880,231198
71881,280246
71882,76010
71883,20559
71884,304328
71885,330764
71886,16607
71887,3631
71888,13096
71889,134519
71890,23505
71891,61743
71892,241327
71893,61142
71894,157687
71895,274899
71896,106330
71897,37601
71898,19222
71899,123046
71900,290992
71901,290239
71902,43400
71903,65405
71904,72345
71905,75564
71906,12700
71907,269790
71908,316820
71909,105827
71910,233981
71911,12908
71912,236434
71913,296471
71914,289858
71915,228363
71916,55539
71917,279076
71918,30056
71919,174893
71920,271757
71921,212905
71922,298803
71923,314703
71924,13673
71925,219763
71926,136680
71927,87195
71928,51034
71929,142347
71930,215320
71931,249031
71932,309909
71933,273420
71934,234126
71935,98247
71936,210560
71937,279098
71938,229436
71939,246883
71940,93869
71941,316472
71942,177986
71943,10866
71944,123821
71945,203494
71946,34289
71947,53926
71948,269113
71949,192650
71950,81089
71951,258049
71952,105379
71953,264761
71954,232771
71955,92331
71956,152667
71957,20561
71958,245078
71959,169732
71960,278042
71961,133745
71962,119295
71963,110270
71964,49756
71965,130109
71966,155620
71967,30201
71968,185242
71969,37683
71970,7134
71971,214845
71972,85039
71973,295217
71974,163985
71975,208118
71976,228981
71977,123851
71978,347003
71979,63880
71980,140788
71981,28472
71982,39656
71983,110308
71984,325931
71985,267282
71986,199291
71987,280961
71988,203935
71989,302488
71990,168726
71991,166471
71992,138168
71993,201884
71994,57070
71995,278082
71996,220718
71997,317360
71998,308307
71999,215405
72000,10633
72001,299538
72002,236797
72003,22240
72004,252131
72005,39453
72006,171296
72007,131759
72008,212258
72009,304553
72010,174432
72011,292870
72012,309956
72013,56013
72014,144436
72015,120609
72016,61654
72017,225012
72018,149742
72019,320630
72020,105615
72021,128455
72022,306098
72023,156057
72024,263509
72025,29186
72026,116334
72027,47503
72028,35167
72029,87332
72030,229426
72031,21795
72032,31237
72033,95378
72034,7857
72035,100172
72036,47919
72037,126131
72038,7628
72039,317943
72040,73303
72041,165680
72042,142833
72043,58378
72044,300027
72045,36153
72046,54041
72047,67080
72048,101962
72049,23565
72050,216925
72051,339191
72052,223138
72053,241525
72054,281666
72055,230061
72056,169512
72057,331296
72058,28404
72059,278146
72060,310549
72061,210342
72062,313197
72063,178379
72064,230476
72065,219691
72066,87659
72067,45239
72068,127571
72069,99616
72070,294518
72071,277947
72072,143346
72073,107357
72074,60562
72075,322327
72076,34912
72077,17972
72078,137547
72079,199279
72080,178004
72081,43034
72082,91816
72083,118769
72084,316026
72085,333909
72086,82141
72087,149906
72088,75198
72089,299192
72090,306016
72091,26391
72092,108197
72093,285090
72094,65031
72095,327878
72096,83269
72097,93835
72098,695
72099,287969
72100,326565
72101,227243
72102,292304
72103,300748
72104,174086
72105,61525
72106,280654
72107,250616
72108,344325
72109,243452
72110,318268
72111,162957
72112,75522
72113,116535
72114,279665
72115,235077
72116,73906
72117,280724
72118,199754
72119,305570
72120,262365
72121,215322
72122,108834
72123,191895
72124,33460
72125,11980
72126,200538
72127,45599
72128,242848
72129,84949
72130,315525
72131,340377
72132,10225
72133,223942
72134,343132
72135,165823
72136,114108
72137,308242
72138,305950
72139,318730
72140,67571
72141,268515
72142,156524
72143,6755
72144,221445
72145,130994
72146,125639
72147,93325
72148,162790
72149,88299
72150,336136
72151,257184
72152,25498
72153,171908
72154,20435
72155,95805
72156,179613
72157,62590
72158,71897
72159,35002
72160,54294
72161,255111
72162,84957
72163,162424
72164,38081
72165,313698
72166,208993
72167,35836
72168,178634
72169,83789
72170,142764
72171,109290
72172,221999
72173,282226
72174,270525
72175,217950
72176,90781
72177,108963
72178,342297
72179,254908
72180,23418
72181,320136
72182,186636
72183,52982
72184,129564
72185,253932
72186,172092
72187,163984
72188,294802
72189,237385
72190,264175
72191,87515
72192,93162
72193,339575
72194,327070
72195,339045
72196,227472
72197,197178
72198,14296
72199,281788
72200,325051
72201,94446
72202,215888
72203,122161
72204,79264
72205,2783
72206,171434
72207,98185
72208,88295
72209,77711
72210,113302
72211,160008
72212,68807
72213,215801
72214,184324
72215,233684
72216,50259
72217,343473
72218,44200
72219,126789
72220,6590
72221,190279
72222,73140
72223,287618
72224,169458
72225,63029
72226,236837
72227,343666
72228,113008
72229,343157
72230,328892
72231,161576
72232,248869
72233,297709
72234,15197
72235,164198
72236,14916
72237,160284
72238,343448
72239,129441
72240,111744
72241,916
72242,207996
72243,227367
72244,103774
72245,209936
72246,256178
72247,221797
72248,155571
72249,207128
72250,313215
72251,263403
72252,120116
72253,248827
72254,2211
72255,249667
72256,27315
72257,84132
72258,339695
72259,135744
72260,34970
72261,269050
72262,157155
72263,316211
72264,313418
72265,93842
72266,189648
72267,94167
72268,108562
72269,210829
72270,28130
72271,75742
72272,193156
72273,122175
72274,125133
72275,20060
72276,57436
72277,231757
72278,210064
72279,216359
72280,288070
72281,19691
72282,156852
72283,333980
72284,201527
72285,58090
72286,279815
72287,341569
72288,189369
72289,74384
72290,206501
72291,7832
72292,246861
72293,304462
72294,249189
72295,237174
72296,344680
72297,295146
72298,301710
72299,277851
72300,205080
72301,57770
72302,5810
72303,245574
72304,177437
72305,298839
72306,98655
72307,265546
72308,78682
72309,247218
72310,104720
72311,31588
72312,91807
72313,204816
72314,154412
72315,15918
72316,60918
72317,297482
72318,304669
72319,200815
72320,110914
72321,279150
72322,26999
72323,260434
72324,281214
72325,136110
72326,94450
72327,95364
72328,242536
72329,23296
72330,6121
72331,251238
72332,263084
72333,76691
72334,33204
72335,46984
72336,323186
72337,311766
72338,338240
72339,94398
72340,199853
72341,37293
72342,162881
72343,227610
72344,75637
72345,170574
72346,311994
72347,226104
72348,180822
72349,293788
72350,144227
72351,46792
72352,148060
72353,7149
72354,76444
72355,84588
72356,35849
72357,56722
72358,198135
72359,163806
72360,194597
72361,307129
72362,65430
72363,90395
72364,269516
72365,124994
72366,295866
72367,120640
72368,252330
72369,134234
72370,248360
72371,87453
72372,190283
72373,323338
72374,13914
72375,179846
72376,132431
72377,222396
72378,328711
72379,119950
72380,124218
72381,96361
72382,180375
72383,159370
72384,272578
72385,347584
72386,84654
72387,96532
72388,302389
72389,233226
72390,67315
72391,4918
72392,290193
72393,313998
72394,160986
72395,279615
72396,42722
72397,23380
72398,164054
72399,60412
72400,245758
72401,156343
72402,151458
72403,15779
72404,217532
72405,318178
72406,223647
72407,160414
72408,214116
72409,28042
72410,201565
72411,153611
72412,144623
72413,243690
72414,98268
72415,338836
72416,27091
72417,241071
72418,265860
72419,290579
72420,65709
72421,78983
72422,212627
72423,82924
72424,304049
72425,163334
72426,226909
72427,234223
72428,333260
72429,100036
72430,319951
72431,217711
72432,42105
72433,107774
72434,57649
72435,83497
72436,216694
72437,68984
72438,14340
72439,82698
72440,254407
72441,5717
72442,63475
72443,311442
72444,60004
72445,31661
72446,136008
72447,228219
72448,25004
72449,56181
72450,144701
72451,333911
72452,343609
72453,215450
72454,257527
72455,180397
72456,11859
72457,191878
72458,192223
72459,132216
72460,34760
72461,176933
72462,228072
72463,63052
72464,344272
72465,277419
72466,240344
72467,270412
72468,78843
72469,175005
72470,209169
72471,306387
72472,64773
72473,94226
72474,247097
72475,264545
72476,2195
72477,117679
72478,40331
72479,52678
72480,52016
72481,250713
72482,297838
72483,116165
72484,180388
72485,31552
72486,187023
72487,53261
72488,318770
72489,96271
72490,297171
72491,314971
72492,183113
72493,109273
72494,342842
72495,125518
72496,120147
72497,58983
72498,62136
72499,76139
72500,211252
72501,89761
72502,80829
72503,59369
72504,277282
72505,110134
72506,85932
72507,17860
72508,254344
72509,197032
72510,150767
72511,161340
72512,38605
72513,104059
72514,260928
72515,66262
72516,251315
72517,312810
72518,258083
72519,32539
72520,75110
72521,88987
72522,231873
72523,23930
72524,321725
72525,140287
72526,207990
72527,46476
72528,272340
72529,156569
72530,246097
72531,208166
72532,30820
72533,242465
72534,158889
72535,53468
72536,77210
72537,61966
72538,324282
72539,267559
72540,201375
72541,104169
72542,174828
72543,224147
72544,243877
72545,266059
72546,304740
72547,125556
72548,173369
72549,217753
72550,22661
72551,267764
72552,220504
72553,139949
72554,32120
72555,13733
72556,112715
72557,16531
72558,12107
72559,341653
72560,222670
72561,164849
72562,317996
72563,64161
72564,160619
72565,272584
72566,38926
72567,335972
72568,284469
72569,13047
72570,216641
72571,57458
72572,59376
72573,305282
72574,212558
72575,233182
72576,257894
72577,326718
72578,113682
72579,100399
72580,96272
72581,69949
72582,322315
72583,216334
72584,161320
72585,273189
72586,118869
72587,286511
72588,321490
72589,173609
72590,327725
72591,127043
72592,300665
72593,215871
72594,25188
72595,716
72596,179783
72597,246054
72598,215270
72599,98871
72600,52591
72601,89285
72602,308070
72603,235395
72604,175967
72605,303597
72606,332255
72607,100899
72608,222643
72609,121746
72610,98249
72611,171045
72612,259548
72613,203089
72614,39151
72615,111177
72616,41398
72617,81303
72618,293936
72619,36469
72620,185199
72621,10475
72622,141711
72623,126108
72624,211362
72625,193023
72626,107064
72627,205244
72628,59156
72629,238952
72630,259885
72631,179355
72632,240630
72633,178338
72634,2565
72635,99737
72636,119825
72637,59907
72638,42680
72639,311699
72640,31493
72641,166127
72642,60149
72643,77035
72644,116622
72645,32131
72646,222197
72647,211676
72648,245915
72649,20217
72650,252885
72651,341501
72652,15213
72653,22109
72654,178399
72655,273228
72656,142697
72657,126117
72658,267818
72659,98264
72660,314738
72661,164759
72662,178856
72663,3875
72664,65095
72665,216058
72666,65454
72667,118486
72668,235540
72669,311633
72670,303823
72671,98971
72672,136898
72673,138524
72674,57618
72675,179526
72676,26646
72677,271456
72678,190183
72679,54203
72680,46915
72681,697
72682,5700
72683,82836
72684,196019
72685,344766
72686,227097
72687,288991
72688,120298
72689,346784
72690,342052
72691,235919
72692,341957
72693,205062
72694,215377
72695,18068
72696,288790
72697,117806
72698,252192
72699,48128
72700,101722
72701,64920
72702,340301
72703,272788
72704,226752
72705,246712
72706,150693
72707,48447
72708,17666
72709,338909
72710,228772
72711,76577
72712,134773
72713,204898
72714,148745
72715,324527
72716,275247
72717,73349
72718,66173
72719,84125
72720,248595
72721,104744
72722,131366
72723,51578
72724,97942
72725,274550
72726,200018
72727,75273
72728,46770
72729,257805
72730,202084
72731,30134
72732,72128
72733,51554
72734,13386
72735,104846
72736,113775
72737,80315
72738,220741
72739,309585
72740,149776
72741,41796
72742,277479
72743,278314
72744,217889
72745,310948
72746,338087
72747,235632
72748,90047
72749,91643
72750,202172
72751,229743
72752,102630
72753,284046
72754,337696
72755,221647
72756,64493
72757,205986
72758,295883
72759,27320
72760,64640
72761,285477
72762,24969
72763,288065
72764,86553
72765,55260
72766,345572
72767,128608
72768,151715
72769,15605
72770,252729
72771,268264
72772,189983
72773,122899
72774,21773
72775,218102
72776,93920
72777,287604
72778,214616
72779,7977
72780,154770
72781,152554
72782,72311
72783,79562
72784,318233
72785,232469
72786,332272
72787,309066
72788,313488
72789,310332
72790,297978
72791,74892
72792,179368
72793,4676
72794,147918
72795,187245
72796,315420
72797,237885
72798,135429
72799,253773
72800,328588
72801,238987
72802,331060
72803,28231
72804,177908
72805,176367
72806,232309
72807,217389
72808,265700
72809,197842
72810,249196
72811,2539
72812,311741
72813,165845
72814,91804
72815,197969
72816,75285
72817,82256
72818,259799
72819,286321
72820,23955
72821,144134
72822,61516
72823,203898
72824,228065
72825,57709
72826,335714
72827,346345
72828,13672
72829,145610
72830,299852
72831,111097
72832,214615
72833,30781
72834,182202
72835,249961
72836,149861
72837,159713
72838,210403
72839,40884
72840,70806
72841,289097
72842,248836
72843,130164
72844,106774
72845,105311
72846,235295
72847,18152
72848,305835
72849,47775
72850,33634
72851,204323
72852,180334
72853,295582
72854,200461
72855,202459
72856,344290
72857,219529
72858,132664
72859,338340
72860,185023
72861,216664
72862,167007
72863,238195
72864,72677
72865,206107
72866,101771
72867,217868
72868,333234
72869,122463
72870,93961
72871,48114
72872,346858
72873,274631
72874,130655
72875,86078
72876,211264
72877,313237
72878,270458
72879,273840
72880,200234
72881,163175
72882,16294
72883,322010
72884,103570
72885,191146
72886,304621
72887,99140
72888,80117
72889,240192
72890,82066
72891,129408
72892,210502
72893,135046
72894,154395
72895,159631
72896,140146
72897,302684
72898,187461
72899,309589
72900,346786
72901,343654
72902,6013
72903,333449
72904,185099
72905,114014
72906,179932
72907,226506
72908,25817
72909,200471
72910,252037
72911,194056
72912,296753
72913,343690
72914,192590
72915,108980
72916,283694
72917,338805
72918,39291
72919,289918
72920,234135
72921,133177
72922,326240
72923,106983
72924,301523
72925,23879
72926,26889
72927,97174
72928,306820
72929,30005
72930,86374
72931,336480
72932,179635
72933,145024
72934,75010
72935,72292
72936,292070
72937,109122
72938,336934
72939,114938
72940,26339
72941,5785
72942,185348
72943,74640
72944,175989
72945,347682
72946,6280
72947,135414
72948,107350
72949,252838
72950,347987
72951,57255
72952,37111
72953,94247
72954,324269
72955,213970
72956,283838
72957,12367
72958,133304
72959,140138
72960,56868
72961,292584
72962,218135
72963,74997
72964,233267
72965,61411
72966,268769
72967,29619
72968,277623
72969,144964
72970,242008
72971,282277
72972,136925
72973,29435
72974,266174
72975,333033
72976,69998
72977,164421
72978,317643
72979,122387
72980,184406
72981,95987
72982,97803
72983,36158
72984,79468
72985,334542
72986,345914
72987,287110
72988,170799
72989,61487
72990,102042
72991,113090
72992,131122
72993,258928
72994,101429
72995,46511
72996,251162
72997,338835
72998,81243
72999,327253
73000,299137
73001,10257
73002,55160
73003,205627
73004,272057
73005,30189
73006,275261
73007,199377
73008,72927
73009,273690
73010,248379
73011,238494
73012,55477
73013,294766
73014,269906
73015,245712
73016,199173
73017,181188
73018,122007
73019,126316
73020,280751
73021,144456
73022,336234
73023,28142
73024,72454
73025,297182
73026,53930
73027,123891
73028,48213
73029,88513
73030,80945
73031,233718
73032,159658
73033,191727
73034,283724
73035,258384
73036,154633
73037,132685
73038,318589
73039,28915
73040,100502
73041,312160
73042,314048
73043,111836
73044,69031
73045,35247
73046,166082
73047,331627
73048,79412
73049,28891
73050,264010
73051,203153
73052,193697
73053,23800
73054,31877
73055,313775
73056,344086
73057,95333
73058,8608
73059,36829
73060,182782
73061,81920
73062,16346
73063,235123
73064,260132
73065,72150
73066,238070
73067,340059
73068,341767
73069,135703
73070,205977
73071,313188
73072,77081
73073,177328
73074,86339
73075,165054
73076,35894
73077,184904
73078,123913
73079,124117
73080,286601
73081,158289
73082,173198
73083,258538
73084,160538
73085,16108
73086,207978
73087,285777
73088,79869
73089,170009
73090,61784
73091,216728
73092,146607
73093,184879
73094,321280
73095,6998
73096,116626
73097,324134
73098,22252
73099,234646
73100,98893
73101,259565
73102,214205
73103,78672
73104,47343
73105,214821
73106,341266
73107,306182
73108,329197
73109,118588
73110,303099
73111,27840
73112,203783
73113,343219
73114,17101
73115,153293
73116,76627
73117,45117
73118,179750
73119,140987
73120,90371
73121,245802
73122,8082
73123,222297
73124,338139
73125,321245
73126,258088
73127,184579
73128,60382
73129,344084
73130,250263
73131,283736
73132,323795
73133,136123
73134,286320
73135,272491
73136,101568
73137,205871
73138,111718
73139,219176
73140,73004
73141,34874
73142,92425
73143,108503
73144,70159
73145,70368
73146,325442
73147,269694
73148,221792
73149,268148
73150,73687
73151,105688
73152,57414
73153,85246
73154,235841
73155,130635
73156,273934
73157,338142
73158,40017
73159,266205
73160,311594
73161,74515
73162,97575
73163,335428
73164,133123
73165,88028
73166,186425
73167,158818
73168,23278
73169,126771
73170,41315
73171,243286
73172,300568
73173,79134
73174,98575
73175,22234
73176,178167
73177,301222
73178,249068
73179,181349
73180,190472
73181,69906
73182,224087
73183,285781
73184,12915
73185,175212
73186,248481
73187,306172
73188,46909
73189,283959
73190,344068
73191,255755
73192,2323
73193,212720
73194,252103
73195,89302
73196,183669
73197,216779
73198,236611
73199,19713
73200,276471
73201,344355
73202,33883
73203,181658
73204,109369
73205,280400
73206,220816
73207,29242
73208,98755
73209,282444
73210,95832
73211,219219
73212,24388
73213,87127
73214,249318
73215,205954
73216,158727
73217,54909
73218,41811
73219,123719
73220,84610
73221,51084
73222,144193
73223,6571
73224,1088
73225,134487
73226,195753
73227,133502
73228,104649
73229,119805
73230,297077
73231,6826
73232,146520
73233,264315
73234,243495
73235,340061
73236,180347
73237,94907
73238,308905
73239,86954
73240,144125
73241,272863
73242,231537
73243,252300
73244,117561
73245,22580
73246,274600
73247,315083
73248,312200
73249,236710
73250,69250
73251,314398
73252,68575
73253,18530
73254,30122
73255,2204
73256,171544
73257,344601
73258,40438
